GO	description	category	D1_S02_1L-s_R03	D1_S02_2.5L-s_R01.1	D1_S02_2.5L-s_R01.3	D1_S02_10L-s_R02	D1_S02_10L-m_R01	D1_S02_10L-m_R02	D1_S20_30L-m_R123	D1_S023_10L-m_R01	D1_S023_10L-m_R02	D1_S320_10L-m_R01	D1_S320_10L-m_R02	D1_S320_10L-m_R03	D1_S20_120L-m_R01	D1_S20_100L-m_R02	D1_S023_60L-m_R01	D1_S023_100L-m_R02	D1_S023_60L-m_R03	D1_S320_60L-m_R01	D1_S320_100L-m_R02	D1_S320_60L-m_R03	D1_S20_496L-m_R00	D1_S20_100L-m_R02	D1_S20_100L-m_R03	D1_S023_100L-m_R01	D1_S023_100L-m_R03	D1_S320_100L-m_R03	D2_S20_100L-m_R11	D2_S023_1000L-m_R00	D1_S02_1L-s_R01	D1_S02_1L-s_R02	D1_S02_10L-s_R01	D1_S02_2.5L-s_R01.2	D1_S02_2.5L-s_R01.4	D1_S02_10L-s_R03	D1_S02_10L-m_R03	D1_S023_10L-m_R03	D1_S20_60L-m_R03	D1_S20_100L-m_R01	D1_S023_496L-m_R00	D1_S023_100L-m_R02	D1_S320_496L-m_R00	D1_S320_100L-m_R01	D1_S320_100L-m_R02	D2_S20_1000L-m_R00	D2_S023_100L-m_R11	D2_S320_1000L-m_R00	D2_S320_100L-m_R11	D1_S20_776L-m_R00	D1_S023_716L-m_R00	D1_S320_716L-m_R00
GO:0047294	phosphoglycerol geranylgeranyltransferase activity	molecular function	5	2	4	7	1	2	0	7	2	1	1	0	1	0	6	5	7	4	3	3	0	0	1	6	4	4	0	3	4	5	5	6	7	5	11	3	0	0	8	6	2	1	3	0	2	0	1	2	6	3
GO:0047304	2-aminoethylphosphonate-pyruvate transaminase activity	molecular function	6	5	5	4	1	6	0	11	4	0	0	0	1	0	8	7	9	6	3	2	1	0	1	6	9	5	0	4	7	8	10	6	8	4	10	7	0	0	7	8	3	2	3	0	7	3	3	2	11	6
GO:0047307	diaminobutyrate-pyruvate transaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0047325	inositol tetrakisphosphate 1-kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	3
GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	molecular function	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	1	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	2	1
GO:0047343	glucose-1-phosphate cytidylyltransferase activity	molecular function	6	5	3	3	1	4	0	36	3	0	0	0	0	0	36	50	30	6	0	1	0	0	0	28	37	7	0	19	8	13	15	19	10	8	26	5	0	0	26	35	0	0	1	0	52	0	2	0	63	8
GO:0047348	glycerol-3-phosphate cytidylyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0047355	CDP-glycerol glycerophosphotransferase activity	molecular function	10	5	9	6	4	8	0	28	7	3	3	3	5	3	32	36	38	9	4	5	2	0	3	23	39	10	0	18	14	18	15	19	19	8	36	13	1	3	24	33	3	2	4	0	30	1	0	5	47	15
GO:0047400	phosphonoacetate hydrolase activity	molecular function	6	3	4	5	2	4	0	10	4	0	0	0	1	0	11	12	9	3	4	2	0	0	1	6	8	5	0	5	8	5	5	6	7	7	8	7	0	0	7	12	3	2	2	0	12	2	2	1	12	4
GO:0047429	nucleoside-triphosphate diphosphatase activity	molecular function	580	427	437	471	281	384	9	994	444	68	46	14	265	93	912	979	935	422	252	304	158	14	170	863	938	543	30	700	740	921	842	913	811	782	1330	590	22	77	1144	1229	357	355	264	17	1300	313	402	172	1465	709
GO:0047465	N-acylglucosamine-6-phosphate 2-epimerase activity	molecular function	13	9	12	11	7	11	0	17	16	4	2	1	4	3	16	17	13	14	8	9	5	2	5	12	18	17	0	14	14	15	18	20	19	19	27	16	0	1	21	26	13	13	11	0	24	8	9	9	28	15
GO:0047474	long-chain fatty acid luciferin component ligase activity	molecular function	29	16	19	28	15	22	0	73	21	3	4	1	10	3	65	69	80	24	11	17	3	1	5	64	85	33	2	62	31	42	34	44	28	29	79	17	0	4	59	72	13	9	15	0	87	11	17	5	96	33
GO:0047475	phenylacetate-CoA ligase activity	molecular function	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	2	2	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	2	1	0	0	1	1	1	1	1	0	1	1	1	0	2	1
GO:0047480	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	molecular function	58	42	46	43	26	46	0	115	39	4	2	0	10	5	101	117	113	47	23	34	10	0	8	91	121	52	2	83	52	64	71	71	71	66	105	43	0	4	99	119	31	27	22	0	129	25	35	12	129	56
GO:0047487	oligogalacturonide lyase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0047547	2-methylcitrate dehydratase activity	molecular function	16	15	14	17	6	13	0	22	15	1	0	0	5	3	29	27	29	13	6	9	1	0	5	25	25	18	3	18	24	23	22	26	22	23	28	25	0	0	31	34	7	8	6	0	29	7	8	2	33	17
GO:0047570	3-oxoadipate enol-lactonase activity	molecular function	7	8	6	4	5	5	0	9	7	1	0	0	0	1	10	11	8	6	4	3	0	0	0	8	8	6	0	6	6	10	8	9	7	9	14	5	0	0	11	9	3	3	4	0	11	4	3	2	10	6
GO:0047605	acetolactate decarboxylase activity	molecular function	6	6	8	12	6	5	0	12	8	0	3	0	5	4	11	12	11	9	7	7	5	0	5	9	10	7	0	9	11	10	17	12	10	14	13	10	0	1	11	14	8	7	9	0	12	7	3	9	11	14
GO:0047617	acyl-CoA hydrolase activity	molecular function	6	7	5	7	1	6	0	13	7	0	0	0	1	0	10	12	11	3	0	3	0	0	1	10	12	4	0	5	7	6	10	12	9	10	13	6	0	0	10	13	3	3	2	0	10	1	0	0	14	4
GO:0047746	chlorophyllase activity	molecular function	7	4	6	6	5	6	0	13	7	4	2	2	10	8	13	13	11	12	3	5	16	3	6	12	8	9	3	8	11	10	9	13	10	8	12	6	3	8	12	11	5	8	6	4	14	6	10	11	14	16
GO:0047750	cholestenol delta-isomerase activity	molecular function	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1
GO:0047869	dimethylpropiothetin dethiomethylase activity	molecular function	37	32	35	35	24	29	1	57	35	3	2	0	13	6	58	57	58	32	19	24	12	2	14	48	48	32	3	42	45	56	59	60	53	59	71	40	4	3	58	59	27	23	21	3	69	28	25	15	82	39
GO:0047989	hydroxybutyrate-dimer hydrolase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048027	mRNA 5'-UTR binding	molecular function	0	0	1	0	0	1	0	5	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	3	0	0	0	1	2	0	0	0	0	0	0	0	1	4	0
GO:0048029	monosaccharide binding	molecular function	36	30	31	30	29	29	3	50	32	6	3	0	19	12	47	47	42	32	18	23	15	0	15	36	47	33	5	34	48	65	53	61	48	57	68	43	6	8	66	73	31	32	19	7	73	24	30	16	80	46
GO:0048034	heme O biosynthetic process	biological process	125	106	106	124	62	86	0	222	107	18	6	3	37	11	181	238	194	100	46	72	21	1	25	182	193	114	6	153	155	206	180	183	198	166	258	129	1	13	233	242	85	75	55	3	257	68	84	31	298	164
GO:0048037	cofactor binding	molecular function	1168	944	937	1049	585	845	10	1838	936	136	96	29	468	175	1768	1918	1709	929	496	671	322	19	333	1514	1690	987	39	1169	1473	1760	1740	1875	1679	1556	2367	1229	27	149	2121	2206	706	701	596	39	2116	583	711	353	2661	1387
GO:0048038	quinone binding	molecular function	330	270	233	273	182	213	17	582	237	67	40	15	186	107	546	604	495	258	145	183	141	11	132	468	472	294	13	357	459	568	524	578	546	467	765	386	19	76	616	660	231	232	183	11	717	226	234	141	783	468
GO:0048193	Golgi vesicle transport	biological process	2	0	1	0	0	1	8	4	1	2	0	0	8	10	3	0	2	0	0	0	7	3	9	1	0	0	5	1	1	2	0	0	2	0	5	1	9	13	0	1	1	1	0	5	0	0	1	12	0	8
GO:0048268	clathrin coat assembly	biological process	1	2	0	1	2	2	3	1	1	0	0	0	9	3	1	0	0	2	1	1	8	2	6	0	0	0	3	0	1	1	0	0	0	0	1	2	3	4	0	0	1	0	0	4	1	0	0	4	0	1
GO:0048278	vesicle docking	biological process	0	0	0	0	0	0	7	0	0	1	0	0	7	11	0	0	0	0	0	0	9	6	6	0	0	0	4	0	0	0	0	0	0	0	0	0	8	10	0	1	0	0	0	3	0	0	0	8	0	0
GO:0048280	vesicle fusion with Golgi apparatus	biological process	1	0	0	0	1	0	1	1	0	0	2	0	3	4	1	0	0	0	1	0	3	2	1	0	0	0	2	0	1	0	0	1	0	1	3	1	5	5	0	0	0	0	0	4	1	0	0	4	1	0
GO:0048309	endoplasmic reticulum inheritance	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048472	threonine-phosphate decarboxylase activity	molecular function	32	25	25	29	20	23	0	42	27	8	3	1	20	10	48	42	33	28	22	20	12	2	13	26	31	27	0	29	36	46	49	57	46	51	57	31	0	5	52	61	26	24	20	0	46	18	23	16	72	34
GO:0048478	replication fork protection	biological process	0	2	0	0	0	0	2	1	0	0	1	0	4	5	1	0	0	0	0	0	3	2	3	0	0	1	1	0	1	1	1	0	1	0	3	0	1	2	0	1	1	0	1	2	0	1	0	3	1	2
GO:0048487	beta-tubulin binding	molecular function	1	3	1	0	0	2	1	3	1	0	0	0	6	8	2	2	5	1	0	0	8	0	4	1	3	2	2	2	2	2	1	1	1	0	7	2	2	5	2	2	0	0	0	3	2	2	2	7	4	2
GO:0048500	signal recognition particle	cellular component	150	106	115	125	86	105	4	228	114	28	19	6	74	43	207	253	210	130	73	87	57	5	79	172	170	135	16	138	189	229	219	229	206	210	320	159	19	42	254	269	103	107	95	22	270	95	117	69	307	186
GO:0048511	rhythmic process	biological process	18	18	19	20	17	17	0	19	18	5	3	0	8	5	21	20	22	18	14	17	10	3	9	22	20	20	0	18	18	23	21	23	24	26	27	19	0	4	23	27	16	17	17	0	23	13	16	9	31	24
GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	molecular function	25	18	19	21	15	17	0	25	23	6	4	2	10	2	30	30	30	24	10	17	7	2	9	24	26	21	0	24	20	29	34	23	28	30	36	21	0	3	29	30	18	16	16	2	33	16	15	11	36	27
GO:0048786	presynaptic active zone	cellular component	0	0	0	0	0	0	5	0	0	0	0	0	8	10	0	0	0	0	0	0	9	3	6	0	0	0	5	0	0	0	1	0	0	0	0	0	12	9	0	0	0	0	0	6	0	0	0	10	0	0
GO:0048870	cell motility	biological process	1	2	2	0	0	1	2	3	0	4	1	0	4	5	7	0	2	0	3	1	8	1	5	1	0	7	4	0	1	0	2	1	2	0	8	3	5	4	0	2	2	4	4	3	1	3	5	7	4	8
GO:0050053	levansucrase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050080	malonyl-CoA decarboxylase activity	molecular function	72	69	64	65	45	65	7	111	65	8	6	1	36	25	103	105	110	72	38	44	38	2	27	99	98	68	11	86	110	121	117	133	125	118	158	100	5	18	151	155	65	68	50	8	173	52	61	37	183	105
GO:0050097	methylaspartate mutase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0050113	inositol oxygenase activity	molecular function	14	12	17	12	6	14	2	25	16	1	0	0	7	8	21	22	26	18	8	12	14	0	11	21	24	21	5	14	19	23	24	25	18	20	30	10	6	8	29	31	12	7	9	5	35	12	10	8	36	26
GO:0050126	N-carbamoylputrescine amidase activity	molecular function	5	2	5	5	0	2	0	8	4	0	0	0	1	0	4	7	6	1	0	2	0	0	0	5	9	3	0	6	4	6	3	6	6	4	7	4	0	0	7	5	1	2	2	0	5	1	1	0	11	5
GO:0050144	nucleoside deoxyribosyltransferase activity	molecular function	21	19	17	23	14	16	1	33	21	4	0	1	13	4	30	38	29	19	8	17	6	0	5	31	30	21	0	19	24	31	33	32	35	32	43	21	2	1	36	41	13	12	13	2	28	11	9	9	42	27
GO:0050151	oleate hydratase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
GO:0050188	phosphoenolpyruvate mutase activity	molecular function	2	4	3	3	1	4	0	18	3	1	0	0	1	0	18	26	13	1	0	2	0	0	0	14	19	5	0	3	5	9	9	6	10	5	23	3	0	0	16	23	1	1	0	0	29	0	1	1	28	5
GO:0050194	phosphonoacetaldehyde hydrolase activity	molecular function	6	5	3	6	4	5	0	9	6	1	0	0	3	0	7	7	6	6	4	3	2	0	3	7	6	6	1	7	5	7	8	8	7	7	7	6	0	1	9	7	6	5	2	0	8	3	5	4	7	6
GO:0050215	propanediol dehydratase activity	molecular function	1	3	1	1	0	2	0	2	1	0	0	0	0	0	2	3	2	3	0	2	0	0	1	1	1	1	0	1	2	2	1	3	1	2	2	2	0	0	1	2	1	1	1	0	1	2	2	0	3	1
GO:0050218	propionate-CoA ligase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
GO:0050242	pyruvate, phosphate dikinase activity	molecular function	21	14	17	9	3	12	0	36	7	2	1	0	4	1	43	49	33	6	6	7	1	0	3	28	25	14	1	15	14	16	16	24	13	10	40	9	0	1	30	30	2	5	5	0	35	7	7	4	33	10
GO:0050290	sphingomyelin phosphodiesterase D activity	molecular function	1	1	0	0	0	1	1	1	0	0	0	0	4	3	0	0	0	1	0	0	5	2	3	0	0	0	1	0	1	0	0	0	0	0	1	0	7	5	0	0	0	0	0	5	0	0	0	10	0	0
GO:0050311	sulfite reductase (ferredoxin) activity	molecular function	3	3	4	2	2	4	0	4	4	0	0	0	0	0	3	4	4	4	3	3	1	0	1	4	4	4	0	3	2	3	4	3	2	2	3	1	0	0	4	3	1	2	2	0	3	1	3	0	4	3
GO:0050334	thiaminase activity	molecular function	3	5	5	5	3	4	0	10	4	0	0	0	0	0	8	10	8	3	4	4	0	0	1	4	4	5	0	5	6	6	5	8	4	4	7	3	0	1	5	8	3	2	1	0	8	4	3	1	9	4
GO:0050353	trimethyllysine dioxygenase activity	molecular function	2	2	2	2	2	1	0	4	0	0	0	0	1	0	1	4	2	1	1	3	0	0	1	1	1	5	0	1	2	2	2	2	2	2	2	1	0	0	1	1	1	0	1	0	5	1	2	0	4	2
GO:0050380	undecaprenyl-diphosphatase activity	molecular function	236	182	181	211	128	177	0	386	195	29	16	5	90	38	322	368	397	187	100	135	60	2	79	340	367	212	11	301	320	409	365	422	365	340	495	289	0	29	494	550	151	163	119	6	557	133	167	61	591	310
GO:0050385	ureidoglycolate lyase activity	molecular function	51	42	41	40	32	33	2	77	46	4	0	0	19	6	73	80	71	35	22	32	13	1	16	60	68	46	1	48	60	76	84	83	76	70	113	56	1	4	96	102	35	35	28	2	93	25	29	14	124	60
GO:0050415	formimidoylglutamase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
GO:0050421	nitrite reductase (NO-forming) activity	molecular function	3	4	3	4	3	2	0	4	1	0	0	0	2	0	5	5	2	3	1	2	0	0	0	3	2	2	0	1	5	5	7	4	4	5	8	3	0	1	5	5	2	2	3	0	2	0	1	0	6	4
GO:0050434	positive regulation of viral transcription	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050482	arachidonic acid secretion	biological process	6	3	3	6	1	4	7	11	1	5	3	0	15	32	9	8	7	2	5	5	32	5	15	4	5	4	23	7	5	4	4	6	8	6	11	5	28	25	7	8	1	4	0	28	9	9	2	35	9	8
GO:0050483	IMP 5'-nucleotidase activity	molecular function	0	1	0	0	2	1	0	1	1	1	2	0	2	0	1	2	2	1	3	2	2	0	1	0	0	3	0	1	1	2	1	1	2	1	4	1	0	0	0	1	0	0	0	0	0	2	4	1	0	3
GO:0050485	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor	molecular function	33	30	29	38	16	22	1	54	29	6	1	0	12	1	53	51	46	34	17	23	7	0	7	41	37	30	2	31	42	42	46	51	48	51	52	31	0	1	47	48	22	16	17	0	40	17	18	17	69	37
GO:0050487	sulfoacetaldehyde acetyltransferase activity	molecular function	18	12	21	13	6	8	0	29	10	0	0	0	4	0	18	33	28	10	8	6	4	0	2	14	16	16	0	12	12	14	15	14	15	14	17	12	0	1	19	16	5	4	5	0	21	6	7	5	20	14
GO:0050504	mannosyl-3-phosphoglycerate synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GO:0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	molecular function	30	23	25	26	15	18	0	58	24	3	1	1	4	1	47	61	45	28	8	13	4	0	6	46	50	29	1	39	27	37	37	43	28	31	56	26	0	2	52	55	15	10	8	0	62	15	16	7	68	32
GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	molecular function	71	49	54	62	38	50	1	101	58	5	1	1	11	8	99	105	98	54	27	36	9	1	16	84	93	54	3	75	76	85	86	95	88	82	105	68	0	8	113	103	32	38	34	1	115	39	38	16	130	70
GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	molecular function	37	34	32	32	18	25	0	60	33	4	2	2	9	6	56	57	53	30	13	21	7	0	6	46	45	29	0	36	39	47	48	55	47	48	56	35	0	5	54	67	15	18	17	0	60	19	19	11	62	46
GO:0050524	coenzyme-B sulfoethylthiotransferase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
GO:0050525	cutinase activity	molecular function	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1
GO:0050531	mannosyl-3-phosphoglycerate phosphatase activity	molecular function	20	23	17	22	12	16	0	32	15	4	0	0	7	4	33	35	28	15	10	11	6	0	7	33	28	19	1	27	24	31	34	37	30	34	42	24	0	3	37	40	12	15	12	0	44	9	16	6	48	26
GO:0050532	2-phosphosulfolactate phosphatase activity	molecular function	20	13	20	19	14	17	1	28	18	10	5	1	15	7	30	27	28	20	11	21	10	0	13	26	24	22	0	17	27	30	25	30	24	26	30	15	0	5	36	33	18	16	13	0	27	18	14	12	36	28
GO:0050545	sulfopyruvate decarboxylase activity	molecular function	7	7	6	8	5	5	0	11	7	0	0	0	2	0	9	11	10	5	3	5	2	0	0	6	9	6	0	6	6	9	7	7	9	6	13	5	0	1	8	9	3	5	4	0	10	3	5	2	15	7
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular function	70	58	65	64	27	53	0	109	51	1	0	1	16	4	110	127	110	58	22	35	12	0	10	91	100	64	3	67	62	66	81	85	78	69	114	61	0	3	100	112	29	23	22	1	98	24	29	12	132	61
GO:0050568	protein-glutamine glutaminase activity	molecular function	1	1	1	1	1	1	0	1	1	1	0	2	3	2	1	1	1	3	2	3	4	0	3	1	1	2	0	1	1	1	1	1	1	2	1	0	0	2	1	1	2	2	2	0	1	0	0	3	1	3
GO:0050660	flavin adenine dinucleotide binding	molecular function	4776	4071	3925	4315	2505	3626	152	7408	4033	615	413	169	2359	1100	7139	7643	6832	3891	2347	2869	1818	165	1868	6164	6576	4476	329	4890	6068	7118	7211	7608	6792	6633	9507	5008	309	896	8576	8926	3230	3203	2614	332	8766	2736	3161	1885	10744	6012
GO:0050661	NADP binding	molecular function	1145	937	982	987	598	846	21	1801	886	170	95	36	476	214	1760	1879	1729	894	515	647	348	35	380	1513	1628	1059	55	1240	1300	1567	1569	1628	1478	1395	2142	1113	46	178	1896	2069	667	687	547	58	2048	632	719	366	2443	1317
GO:0050662	coenzyme binding	molecular function	1370	1030	1058	1075	551	950	18	3496	1024	160	109	38	569	241	3059	3450	3129	1170	619	743	376	26	414	3011	3535	1613	55	2566	1676	2386	1999	2420	1996	1704	3749	1240	40	174	3451	3824	743	707	517	42	4688	650	869	352	4947	1861
GO:0050690	regulation of defense response to virus by virus	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050708	regulation of protein secretion	biological process	1	0	1	0	0	0	0	1	0	0	0	1	2	1	1	2	3	1	0	0	0	0	1	2	0	1	0	1	1	1	1	1	1	1	2	0	0	2	1	0	1	0	0	0	0	0	0	1	1	1
GO:0050750	low-density lipoprotein particle receptor binding	molecular function	0	0	0	0	0	1	1	0	0	0	0	0	2	4	0	0	0	0	0	0	6	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	4	0	0	1	9	0	0
GO:0050776	regulation of immune response	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0050787	detoxification of mercury ion	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050790	regulation of catalytic activity	biological process	0	0	0	0	0	0	1	0	0	0	0	0	3	2	1	0	1	0	0	0	3	0	2	0	0	0	1	1	0	1	1	0	0	0	1	1	4	2	0	0	0	0	0	3	1	1	4	4	0	1
GO:0050797	thymidylate synthase (FAD) activity	molecular function	120	152	99	128	75	105	12	379	128	19	20	3	85	28	253	287	253	189	90	125	50	2	61	347	281	230	10	190	198	245	259	269	221	189	353	145	0	17	378	353	123	139	93	6	444	108	140	48	411	287
GO:0050821	protein stabilization	biological process	21	17	14	16	13	19	4	12	14	21	19	16	17	16	33	23	20	36	28	27	17	3	16	18	20	32	2	23	27	29	32	26	27	22	38	29	4	15	25	34	21	26	26	4	24	37	31	22	38	54
GO:0050825	ice binding	molecular function	2	0	11	2	1	1	3	2	0	7	4	8	25	34	0	1	3	6	12	1	24	0	20	0	1	19	0	0	7	7	9	2	11	4	5	5	19	15	3	0	18	29	14	6	4	59	27	46	1	43
GO:0050829	defense response to Gram-negative bacterium	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0
GO:0050832	defense response to fungus	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0
GO:0050897	cobalt ion binding	molecular function	70	71	65	62	49	58	1	92	64	16	11	2	46	18	108	95	88	76	53	60	30	5	28	87	87	79	1	75	92	110	105	110	100	96	146	81	1	11	126	123	60	63	58	0	134	59	57	34	139	110
GO:0050909	sensory perception of taste	biological process	0	0	0	0	0	0	6	1	0	0	0	1	14	27	0	0	0	0	0	0	47	8	15	0	0	0	24	0	0	0	0	0	0	0	0	0	38	34	0	0	0	1	0	33	0	0	1	37	0	0
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	1	0	0
GO:0050920	regulation of chemotaxis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050992	dimethylallyl diphosphate biosynthetic process	biological process	207	168	154	187	113	150	1	346	171	32	25	5	106	38	318	348	325	157	119	137	63	3	77	268	308	185	10	232	288	355	332	359	317	299	509	241	4	33	421	441	172	179	129	2	458	140	160	71	536	272
GO:0051015	actin filament binding	molecular function	2	2	1	0	0	3	41	1	0	3	6	0	56	85	4	2	4	3	2	3	106	28	53	0	0	3	49	0	0	1	3	4	2	2	6	2	88	95	2	0	2	3	2	58	1	9	8	94	4	10
GO:0051016	barbed-end actin filament capping	biological process	3	3	1	0	2	1	8	2	0	3	5	2	9	20	8	3	2	3	4	1	15	3	12	0	2	5	8	0	3	1	2	2	2	0	3	3	15	18	2	4	1	2	5	13	1	1	2	18	2	4
GO:0051028	mRNA transport	biological process	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	3	0	0	0	6	0	0
GO:0051033	RNA transmembrane transporter activity	molecular function	0	0	0	0	0	2	16	0	0	0	0	0	32	46	0	0	0	0	0	0	63	7	23	0	1	1	15	0	0	0	0	0	1	0	1	0	38	52	0	0	0	0	0	25	3	1	0	49	0	0
GO:0051056	regulation of small GTPase mediated signal transduction	biological process	0	0	0	0	1	0	14	0	0	0	0	0	18	24	0	0	0	0	0	0	31	9	19	0	0	0	15	0	0	1	0	0	0	0	1	0	31	32	0	0	0	0	0	25	1	1	2	35	0	0
GO:0051060	pullulanase activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
